commit_object_id,event_id,message_text,cm_type,cm_scope,cm_breaking,category
28430,28428,refactor(EOLType): add eol enum back and reorganize methods,refactor,EOLType,False,tech_debt
29102,29100,refactor(git): extract _create_commit_cmd_string,refactor,git,False,tech_debt
30042,30040,refactor(BaseCommitizen): remove unused process_commit,refactor,BaseCommitizen,False,tech_debt
30139,30137,refactor(git): refactor get_tag_names,refactor,git,False,tech_debt
30235,30233,build(termcolor): remove termcolor <3 restriction,build,termcolor,False,tech_debt
30603,30601,style: add `-> None` to __init__,style,,False,tech_debt
30711,30709,style(cli): shorten arg type,style,cli,False,tech_debt
31156,31154,docs(init): rewrite commands init page,docs,init,False,docs
31828,31826,"style(ruff): run `ruff check --fix`

Auto fix RUF022 and RUF100",style,ruff,False,tech_debt
31988,31986,"refactor(commands): remove unused args, type version command args",refactor,commands,False,tech_debt
32193,32191,refactor(jira): refactor message,refactor,jira,False,tech_debt
34197,34195,refactor(version_scheme): cleanup,refactor,version_scheme,False,tech_debt
34491,34489,test(commit): when nothing is added to commit,test,commit,False,tech_debt
34704,34702,test(init): correctly mock is_pre_commit_installed,test,init,False,tech_debt
36556,36554,"docs(providers): update `cargo` explanation

Add `Cargo.lock` update information to the documentation.",docs,providers,False,docs
36699,36697,style(commands/check): improve type checking,style,commands/check,False,tech_debt
37097,37095,fix(changelog.py): modify the CHANGELOG.md generated by cz bump --changelog to the right place,fix,changelog.py,False,bug_fixes
38515,38513,fix(tags): fixes ImportError on Python >=3.11 (#1363),fix,tags,False,bug_fixes
38886,38884,ci(tox): add `test:all` command to run the test suite on all support Python versions using `tox`,ci,tox,False,tech_debt
39444,39442,"build(deps-dev): bump ruff from 0.9.3 to 0.9.4

Bumps [ruff](https://github.com/astral-sh/ruff) from 0.9.3 to 0.9.4.
- [Release notes](https://github.com/astral-sh/ruff/releases)
- [Changelog](https://github.com/astral-sh/ruff/blob/main/CHANGELOG.md)
- [Commits](https://github.com/astral-sh/ruff/compare/0.9.3...0.9.4)

---
updated-dependencies:
- dependency-name: ruff
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
41394,41392,"build(deps-dev): bump mkdocs-material from 9.5.47 to 9.5.48

Bumps [mkdocs-material](https://github.com/squidfunk/mkdocs-material) from 9.5.47 to 9.5.48.
- [Release notes](https://github.com/squidfunk/mkdocs-material/releases)
- [Changelog](https://github.com/squidfunk/mkdocs-material/blob/master/CHANGELOG)
- [Commits](https://github.com/squidfunk/mkdocs-material/compare/9.5.47...9.5.48)

---
updated-dependencies:
- dependency-name: mkdocs-material
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
41496,41494,"build(deps-dev): bump types-python-dateutil

Bumps [types-python-dateutil](https://github.com/python/typeshed) from 2.9.0.20241003 to 2.9.0.20241206.
- [Commits](https://github.com/python/typeshed/commits)

---
updated-dependencies:
- dependency-name: types-python-dateutil
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
42767,42765,"build(deps): bump packaging from 24.1 to 24.2

Bumps [packaging](https://github.com/pypa/packaging) from 24.1 to 24.2.
- [Release notes](https://github.com/pypa/packaging/releases)
- [Changelog](https://github.com/pypa/packaging/blob/main/CHANGELOG.rst)
- [Commits](https://github.com/pypa/packaging/compare/24.1...24.2)

---
updated-dependencies:
- dependency-name: packaging
  dependency-type: direct:production
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps,False,tech_debt
43261,43259,"build(deps-dev): bump ruff from 0.6.1 to 0.6.2

Bumps [ruff](https://github.com/astral-sh/ruff) from 0.6.1 to 0.6.2.
- [Release notes](https://github.com/astral-sh/ruff/releases)
- [Changelog](https://github.com/astral-sh/ruff/blob/main/CHANGELOG.md)
- [Commits](https://github.com/astral-sh/ruff/compare/0.6.1...0.6.2)

---
updated-dependencies:
- dependency-name: ruff
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
43285,43283,"build(deps-dev): bump rich from 13.7.1 to 13.8.0

Bumps [rich](https://github.com/Textualize/rich) from 13.7.1 to 13.8.0.
- [Release notes](https://github.com/Textualize/rich/releases)
- [Changelog](https://github.com/Textualize/rich/blob/master/CHANGELOG.md)
- [Commits](https://github.com/Textualize/rich/compare/v13.7.1...v13.8.0)

---
updated-dependencies:
- dependency-name: rich
  dependency-type: direct:development
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
43662,43660,"build(deps-dev): bump rich from 13.9.2 to 13.9.3

Bumps [rich](https://github.com/Textualize/rich) from 13.9.2 to 13.9.3.
- [Release notes](https://github.com/Textualize/rich/releases)
- [Changelog](https://github.com/Textualize/rich/blob/master/CHANGELOG.md)
- [Commits](https://github.com/Textualize/rich/compare/v13.9.2...v13.9.3)

---
updated-dependencies:
- dependency-name: rich
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
44346,44344,"ci(deps): bump dawidd6/action-homebrew-bump-formula from 3 to 4

Bumps [dawidd6/action-homebrew-bump-formula](https://github.com/dawidd6/action-homebrew-bump-formula) from 3 to 4.
- [Release notes](https://github.com/dawidd6/action-homebrew-bump-formula/releases)
- [Commits](https://github.com/dawidd6/action-homebrew-bump-formula/compare/v3...v4)

---
updated-dependencies:
- dependency-name: dawidd6/action-homebrew-bump-formula
  dependency-type: direct:production
  update-type: version-update:semver-major
...

Signed-off-by: dependabot[bot] <support@github.com>",ci,deps,False,tech_debt
44699,44697,docs: update README to include conda,docs,,False,docs
45428,45426,"build(deps-dev): bump ruff from 0.6.5 to 0.6.7

Bumps [ruff](https://github.com/astral-sh/ruff) from 0.6.5 to 0.6.7.
- [Release notes](https://github.com/astral-sh/ruff/releases)
- [Changelog](https://github.com/astral-sh/ruff/blob/main/CHANGELOG.md)
- [Commits](https://github.com/astral-sh/ruff/compare/0.6.5...0.6.7)

---
updated-dependencies:
- dependency-name: ruff
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
46529,46527,"feat(commitizen): document '--' double dash in '--help'

Signed-off-by: Adrian DC <radian.dc@gmail.com>",feat,commitizen,False,feature_work
47279,47277,"fix(pre-commit-hooks)!: allow empty ranges in 'commitizen-branch'

Details: Pushing the same history from 'develop' to 'staging' for
         example fails because range 'origin/HEAD..HEAD' is empty
> No commit found with range: 'origin/HEAD..HEAD'
---

Signed-off-by: Adrian DC <radian.dc@gmail.com>",fix,pre-commit-hooks,True,bug_fixes
47505,47503,"fix(commit): resolve 'always_signoff' configuration and '-s' CLI issues

If 'always_signoff' is enabled in configurations, or '-s' is used alone on the CLI,
the following errors arise due to 'git commit' argument failures :

> signoff mechanic is deprecated, please use `cz commit -- -s` instead.
> fatal: /tmp/...: '/tmp/... is outside repository at '...'

Signed-off-by: Adrian DC <radian.dc@gmail.com>",fix,commit,False,bug_fixes
47537,47535,"test(conftest): disable 'safe.directory' Git config for container bound sources

Details: The git sources folder ownership may be detected as dubious if running
         in a container with sources mounted to work on fixes and tests,
         breaking 'test_find_git_project_root' and 'test_get_commits_with_signature'
> commitizen.exceptions.GitCommandError: fatal: detected dubious ownership in repository at '...'
---

Signed-off-by: Adrian DC <radian.dc@gmail.com>",test,conftest,False,tech_debt
48469,48467,"build(deps): bump importlib-metadata from 8.0.0 to 8.1.0

Bumps [importlib-metadata](https://github.com/python/importlib_metadata) from 8.0.0 to 8.1.0.
- [Release notes](https://github.com/python/importlib_metadata/releases)
- [Changelog](https://github.com/python/importlib_metadata/blob/main/NEWS.rst)
- [Commits](https://github.com/python/importlib_metadata/compare/v8.0.0...v8.1.0)

---
updated-dependencies:
- dependency-name: importlib-metadata
  dependency-type: direct:production
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps,False,tech_debt
48520,48518,"build(deps-dev): bump mkdocs-material from 9.5.29 to 9.5.30

Bumps [mkdocs-material](https://github.com/squidfunk/mkdocs-material) from 9.5.29 to 9.5.30.
- [Release notes](https://github.com/squidfunk/mkdocs-material/releases)
- [Changelog](https://github.com/squidfunk/mkdocs-material/blob/master/CHANGELOG)
- [Commits](https://github.com/squidfunk/mkdocs-material/compare/9.5.29...9.5.30)

---
updated-dependencies:
- dependency-name: mkdocs-material
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
49282,49280,fix: remove comment,fix,,False,bug_fixes
49476,49474,build(deps): remove `importlib_metadata` for Python >=3.10,build,deps,False,tech_debt
50080,50078,"build(deps-dev): bump ruff from 0.4.8 to 0.4.9

Bumps [ruff](https://github.com/astral-sh/ruff) from 0.4.8 to 0.4.9.
- [Release notes](https://github.com/astral-sh/ruff/releases)
- [Changelog](https://github.com/astral-sh/ruff/blob/main/CHANGELOG.md)
- [Commits](https://github.com/astral-sh/ruff/compare/v0.4.8...v0.4.9)

---
updated-dependencies:
- dependency-name: ruff
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
51173,51171,"ci: add tomli as additional dependency for codespell since config now is in pyproject.toml

Signed-off-by: Yaroslav Halchenko <debian@onerussian.com>",ci,,False,tech_debt
51382,51380,"fix(base.py): add encoding when open changlelog_file

#1110",fix,base.py,False,bug_fixes
52434,52432,"refactor(tests/commands): move ""other"" tests for the correspondent file",refactor,tests/commands,False,tech_debt
53362,53360,feat(providers): add rye version provider,feat,providers,False,feature_work
53520,53518,"build(deps): bump tomlkit from 0.12.4 to 0.12.5

Bumps [tomlkit](https://github.com/sdispater/tomlkit) from 0.12.4 to 0.12.5.
- [Release notes](https://github.com/sdispater/tomlkit/releases)
- [Changelog](https://github.com/python-poetry/tomlkit/blob/master/CHANGELOG.md)
- [Commits](https://github.com/sdispater/tomlkit/compare/0.12.4...0.12.5)

---
updated-dependencies:
- dependency-name: tomlkit
  dependency-type: direct:production
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps,False,tech_debt
54903,54901,"docs(getting_started): fix broken link

#1008",docs,getting_started,False,docs
55844,55842,"ci(deps): bump peaceiris/actions-gh-pages from 2 to 4

Bumps [peaceiris/actions-gh-pages](https://github.com/peaceiris/actions-gh-pages) from 2 to 4.
- [Release notes](https://github.com/peaceiris/actions-gh-pages/releases)
- [Changelog](https://github.com/peaceiris/actions-gh-pages/blob/main/CHANGELOG.md)
- [Commits](https://github.com/peaceiris/actions-gh-pages/compare/v2...v4)

---
updated-dependencies:
- dependency-name: peaceiris/actions-gh-pages
  dependency-type: direct:production
  update-type: version-update:semver-major
...

Signed-off-by: dependabot[bot] <support@github.com>",ci,deps,False,tech_debt
56212,56210,ci(github-actions): skip no-commit-to-branch in CI which causes false negative when bumping version,ci,github-actions,False,tech_debt
57271,57269,"build(deps-dev): bump pytest-cov from 4.1.0 to 5.0.0

Bumps [pytest-cov](https://github.com/pytest-dev/pytest-cov) from 4.1.0 to 5.0.0.
- [Changelog](https://github.com/pytest-dev/pytest-cov/blob/master/CHANGELOG.rst)
- [Commits](https://github.com/pytest-dev/pytest-cov/compare/v4.1.0...v5.0.0)

---
updated-dependencies:
- dependency-name: pytest-cov
  dependency-type: direct:development
  update-type: version-update:semver-major
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
57856,57854,docs: add retry_after_failure config and retry options for commit command,docs,,False,docs
58929,58927,Merge branch 'master' into fix/git-parsing-lang,other,,False,other
58958,58956,fix(changelog): changelog hook was not called on dry run,fix,changelog,False,bug_fixes
60020,60018,docs(bump): Document the use of tag_format variables with curly brackets,docs,bump,False,docs
60356,60354,"build(deps-dev): bump pytest from 8.0.0 to 8.0.1

Bumps [pytest](https://github.com/pytest-dev/pytest) from 8.0.0 to 8.0.1.
- [Release notes](https://github.com/pytest-dev/pytest/releases)
- [Changelog](https://github.com/pytest-dev/pytest/blob/main/CHANGELOG.rst)
- [Commits](https://github.com/pytest-dev/pytest/compare/8.0.0...8.0.1)

---
updated-dependencies:
- dependency-name: pytest
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
64021,64019,"build(deps-dev): bump mkdocs-material from 9.4.6 to 9.4.14

Bumps [mkdocs-material](https://github.com/squidfunk/mkdocs-material) from 9.4.6 to 9.4.14.
- [Release notes](https://github.com/squidfunk/mkdocs-material/releases)
- [Changelog](https://github.com/squidfunk/mkdocs-material/blob/master/CHANGELOG)
- [Commits](https://github.com/squidfunk/mkdocs-material/compare/9.4.6...9.4.14)

---
updated-dependencies:
- dependency-name: mkdocs-material
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
64316,64314,"build(deps): bump tomlkit from 0.12.1 to 0.12.3

Bumps [tomlkit](https://github.com/sdispater/tomlkit) from 0.12.1 to 0.12.3.
- [Release notes](https://github.com/sdispater/tomlkit/releases)
- [Changelog](https://github.com/sdispater/tomlkit/blob/master/CHANGELOG.md)
- [Commits](https://github.com/sdispater/tomlkit/compare/0.12.1...0.12.3)

---
updated-dependencies:
- dependency-name: tomlkit
  dependency-type: direct:production
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps,False,tech_debt
65069,65067,"build(deps-dev): bump pytest-mock from 3.11.1 to 3.12.0

Bumps [pytest-mock](https://github.com/pytest-dev/pytest-mock) from 3.11.1 to 3.12.0.
- [Release notes](https://github.com/pytest-dev/pytest-mock/releases)
- [Changelog](https://github.com/pytest-dev/pytest-mock/blob/main/CHANGELOG.rst)
- [Commits](https://github.com/pytest-dev/pytest-mock/compare/v3.11.1...v3.12.0)

---
updated-dependencies:
- dependency-name: pytest-mock
  dependency-type: direct:development
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
101613,101611,feat: add shortcut of undo commands,feat,,False,feature_work
103025,103023,feat(cz_check): cz check can read commit message from pipe,feat,cz_check,False,feature_work
103033,103031,docs(cz_check): the 'check' document is refactored and the usage of read commit message from pipe is added,docs,cz_check,False,docs
104207,104205,docs: simplify pull request template,docs,,False,docs
105037,105035,"docs: polish github templates

- information for submitter are now comments
- removed redundancy in titles, we use labels now
- typos corrections",docs,,False,docs
105942,105940,docs(contributing.md): Correct typos and sentences,docs,contributing.md,False,docs
106463,106461,refactor(exception): move output message related to exception into exception,refactor,exception,False,tech_debt
106471,106469,feat(cli): enable displaying all traceback for CommitizenException when --debug flag is used,feat,cli,False,feature_work
106487,106485,test(cli): add test cast for commitizen_excepthook,test,cli,False,tech_debt
108158,108156,feat(changelog): add support for any commit rule system,feat,changelog,False,feature_work
108699,108697,fix(parsing): add option for improvement type,fix,parsing,False,bug_fixes
108902,108900,refactor(changelog): use functions from changelog.py,refactor,changelog,False,tech_debt
109074,109072,"docs(tutorial/github_actions): suggest using pypi api token

#161",docs,tutorial/github_actions,False,docs
109504,109502,refactor(mypy): fix mypy check by checking version.pre exists,refactor,mypy,False,tech_debt
109931,109929,"fix(commands/check): add help text for check command without argument

one argument is needed for check command
however, argparse doesn't provide functionality to check such case
thus, it's not possible to call `cz check -h` again when argument is not provided",fix,commands/check,False,bug_fixes
110020,110018,"docs: update doc url due to moving from Woile/commitizen to commitizen-tools/commitizen

#145",docs,,False,docs
110364,110362,style(all): blackify,style,all,False,tech_debt
110468,110466,refactor(cli): reorder commands,refactor,cli,False,tech_debt
110492,110490,style(tests/commands/changelog): blackify,style,tests/commands/changelog,False,tech_debt
111265,111263,style(cli): fix flake8 issue,style,cli,False,tech_debt
111345,111343,docs(README): add changelog command,docs,README,False,docs
111494,111492,refactor(git): rename get tag function to distinguish return str and GitTag,refactor,git,False,tech_debt
112338,112336,docs(customization): add cookiecutter template to doc,docs,customization,False,docs
112518,112516,fix(commands/version): fix wrongly print commitizen version when it should print project version,fix,commands/version,False,bug_fixes
112579,112577,"refactor(config): set ""files"" to alias of ""version_files""

""files"" will be deprecated in 2.0
""verion_files"" is not used internally
But, user can still use ""files"" to achieve the same functionality",refactor,config,False,tech_debt
112845,112843,fix(config): fix load global_conf even if it doesn't exist,fix,config,False,bug_fixes
113303,113301,"fix(commands/check.py): make --commit-msg-file a required argument for check command

Currently, if --commit-msg-file is not provided, it throws exception",fix,commands/check.py,False,bug_fixes
113986,113984,"feat(cz/cz_customize): implement info to support info and info_path

#54",feat,cz/cz_customize,False,feature_work
115849,115847,"chore(deps-dev): update mypy requirement from ^0.711 to ^0.720

Updates the requirements on [mypy](https://github.com/python/mypy) to permit the latest version.
- [Release notes](https://github.com/python/mypy/releases)
- [Commits](https://github.com/python/mypy/compare/v0.711...v0.720)

Signed-off-by: dependabot-preview[bot] <support@dependabot.com>",chore,deps-dev,False,tech_debt
115944,115942,"chore(deps-dev): update mypy requirement from ^0.710 to ^0.711

Updates the requirements on [mypy](https://github.com/python/mypy) to permit the latest version.
- [Release notes](https://github.com/python/mypy/releases)
- [Commits](https://github.com/python/mypy/compare/v0.710...v0.711)

Signed-off-by: dependabot-preview[bot] <support@dependabot.com>",chore,deps-dev,False,tech_debt
116469,116467,refactor(info): command logic removed from commitizen base,refactor,info,False,tech_debt
116485,116483,"fix: conventional commit 'breaking change' in body instead of title

closes #16",fix,,False,bug_fixes
35642,35640,refactor(customize): improve code readability,refactor,customize,False,tech_debt
36548,36546,"test: add test for cargo provider with lock files

Add a test to check the behavior of the cargo provider when a
`Cargo.lock` file is present. This test ensures that the
`CargoProvider` behaves correctly when the lock file is present, and
updates both the `Cargo.lock` and `Cargo.toml` files accordingly.",test,,False,tech_debt
37379,37377,test(test_changelog_command.py): add test for changelog file_name construction from args and config,test,test_changelog_command.py,False,tech_debt
37548,37546,test(test_cz_search_filter.py): add test cases for search filter configuration,test,test_cz_search_filter.py,False,tech_debt
37855,37853,feat(git): add parents' digests in commit information,feat,git,False,feature_work
37864,37862,"feat(changelog): expose commit parents' digests when processing commits

COMMIT_DATA in test_changelog.py had to be type annotated to avoid an
issue with mypy linting when creating a GitCommit where the tool would
expect the wrong type for the arguments.",feat,changelog,False,feature_work
38827,38825,"docs(tutorials): Add ""stages"" explicitly to the hook example

As mentioned here: https://github.com/commitizen-tools/commitizen/issues/177#issuecomment-621939385, without the stages explicitly set, the hook always fails.",docs,tutorials,False,docs
39575,39573,"build(pyproject.toml): set version_scheme = ""pep440""",build,pyproject.toml,False,tech_debt
39803,39801,style: fix formatting for `ruff>=0.9`,style,,False,tech_debt
40782,40780,"build(deps-dev): bump types-pyyaml

Bumps [types-pyyaml](https://github.com/python/typeshed) from 6.0.12.20241221 to 6.0.12.20241230.
- [Commits](https://github.com/python/typeshed/commits)

---
updated-dependencies:
- dependency-name: types-pyyaml
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
40884,40882,"build(deps): bump questionary from 2.0.1 to 2.1.0

Bumps [questionary](https://github.com/tmbo/questionary) from 2.0.1 to 2.1.0.
- [Commits](https://github.com/tmbo/questionary/compare/2.0.1...2.1.0)

---
updated-dependencies:
- dependency-name: questionary
  dependency-type: direct:production
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps,False,tech_debt
42818,42816,"build(deps-dev): bump ruff from 0.7.2 to 0.7.3

Bumps [ruff](https://github.com/astral-sh/ruff) from 0.7.2 to 0.7.3.
- [Release notes](https://github.com/astral-sh/ruff/releases)
- [Changelog](https://github.com/astral-sh/ruff/blob/main/CHANGELOG.md)
- [Commits](https://github.com/astral-sh/ruff/compare/0.7.2...0.7.3)

---
updated-dependencies:
- dependency-name: ruff
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
43421,43419,test(changelog): handle custom tag_format in changelog generation,test,changelog,False,tech_debt
43558,43556,"build(deps): bump charset-normalizer from 3.3.2 to 3.4.0

Bumps [charset-normalizer](https://github.com/Ousret/charset_normalizer) from 3.3.2 to 3.4.0.
- [Release notes](https://github.com/Ousret/charset_normalizer/releases)
- [Changelog](https://github.com/jawah/charset_normalizer/blob/master/CHANGELOG.md)
- [Commits](https://github.com/Ousret/charset_normalizer/compare/3.3.2...3.4.0)

---
updated-dependencies:
- dependency-name: charset-normalizer
  dependency-type: direct:production
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps,False,tech_debt
43670,43668,"build(deps-dev): bump mypy from 1.12.1 to 1.13.0

Bumps [mypy](https://github.com/python/mypy) from 1.12.1 to 1.13.0.
- [Changelog](https://github.com/python/mypy/blob/master/CHANGELOG.md)
- [Commits](https://github.com/python/mypy/compare/v1.12.1...v1.13.0)

---
updated-dependencies:
- dependency-name: mypy
  dependency-type: direct:development
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
43703,43701,docs(commit): add multiline option `questions` content table,docs,commit,False,docs
43760,43758,style(test_cz_customize.py): pre-commit run,style,test_cz_customize.py,False,tech_debt
43930,43928,fix(customize.py): default questions as super().questions() instead of [{}],fix,customize.py,False,bug_fixes
44888,44886,"build(deps): bump argcomplete from 3.5.0 to 3.5.1

Bumps [argcomplete](https://github.com/kislyuk/argcomplete) from 3.5.0 to 3.5.1.
- [Release notes](https://github.com/kislyuk/argcomplete/releases)
- [Changelog](https://github.com/kislyuk/argcomplete/blob/develop/Changes.rst)
- [Commits](https://github.com/kislyuk/argcomplete/compare/v3.5.0...v3.5.1)

---
updated-dependencies:
- dependency-name: argcomplete
  dependency-type: direct:production
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps,False,tech_debt
46394,46392,"build(deps-dev): bump mkdocs-material from 9.5.32 to 9.5.33

Bumps [mkdocs-material](https://github.com/squidfunk/mkdocs-material) from 9.5.32 to 9.5.33.
- [Release notes](https://github.com/squidfunk/mkdocs-material/releases)
- [Changelog](https://github.com/squidfunk/mkdocs-material/blob/master/CHANGELOG)
- [Commits](https://github.com/squidfunk/mkdocs-material/compare/9.5.32...9.5.33)

---
updated-dependencies:
- dependency-name: mkdocs-material
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
48850,48848,"build(deps-dev): bump ruff from 0.5.1 to 0.5.2

Bumps [ruff](https://github.com/astral-sh/ruff) from 0.5.1 to 0.5.2.
- [Release notes](https://github.com/astral-sh/ruff/releases)
- [Changelog](https://github.com/astral-sh/ruff/blob/main/CHANGELOG.md)
- [Commits](https://github.com/astral-sh/ruff/compare/0.5.1...0.5.2)

---
updated-dependencies:
- dependency-name: ruff
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
49298,49296,fix: pass tag_prefix to methods,fix,,False,bug_fixes
49860,49858,"build(deps-dev): bump ruff from 0.4.8 to 0.4.10

Bumps [ruff](https://github.com/astral-sh/ruff) from 0.4.8 to 0.4.10.
- [Release notes](https://github.com/astral-sh/ruff/releases)
- [Changelog](https://github.com/astral-sh/ruff/blob/main/CHANGELOG.md)
- [Commits](https://github.com/astral-sh/ruff/compare/v0.4.8...v0.4.10)

---
updated-dependencies:
- dependency-name: ruff
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
50696,50694,"fix(cli): prints deprecated '--signoff' warning before prompt questions

It's a bad dev experience getting warning/failures after all questions
answered.",fix,cli,False,bug_fixes
50705,50703,"fix(cli): shows deprecated text for `-s, --signoff` option

The deprecated text was not shown when `cz commit --help`",fix,cli,False,bug_fixes
51754,51752,docs(CHANGELOG): fix typo,docs,CHANGELOG,False,docs
51949,51947,"ci(workflow): move 'generate_cli_screenshots' steps to 'docspublish'

Since the purpose is to updated the CLI screenshots on Github Pages,
combining this two workflows makes sense.",ci,workflow,False,tech_debt
54413,54411,"build(deps-dev): bump mypy from 1.9.0 to 1.10.0

Bumps [mypy](https://github.com/python/mypy) from 1.9.0 to 1.10.0.
- [Changelog](https://github.com/python/mypy/blob/master/CHANGELOG.md)
- [Commits](https://github.com/python/mypy/compare/1.9.0...v1.10.0)

---
updated-dependencies:
- dependency-name: mypy
  dependency-type: direct:development
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
54446,54444,"test(version_scheme): add test case ""1.0.0-reallyweird"" to semver",test,version_scheme,False,tech_debt
54587,54585,"build(deps-dev): bump mkdocs-material from 9.5.2 to 9.5.18

Bumps [mkdocs-material](https://github.com/squidfunk/mkdocs-material) from 9.5.2 to 9.5.18.
- [Release notes](https://github.com/squidfunk/mkdocs-material/releases)
- [Changelog](https://github.com/squidfunk/mkdocs-material/blob/master/CHANGELOG)
- [Commits](https://github.com/squidfunk/mkdocs-material/compare/9.5.2...9.5.18)

---
updated-dependencies:
- dependency-name: mkdocs-material
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
54772,54770,fix: resolve test error by removing defaults,fix,,False,bug_fixes
54847,54845,refactor(commands/commit): replace comparison with chained comparison,refactor,commands/commit,False,tech_debt
55150,55148,feat(schemes): adds support for SemVer 2.0 (dot in pre-releases) (fix #1025),feat,schemes,False,feature_work
55957,55955,docs(images): update outdated gifs,docs,images,False,docs
56075,56073,style(mypy): rewrite import to avoid unnecessary type ignore,style,mypy,False,tech_debt
56180,56178,ci(github-actions): unify yaml style,ci,github-actions,False,tech_debt
56598,56596,docs(README): add --config option in doc,docs,README,False,docs
59578,59576,"build(deps-dev): bump pytest from 8.0.2 to 8.1.0

Bumps [pytest](https://github.com/pytest-dev/pytest) from 8.0.2 to 8.1.0.
- [Release notes](https://github.com/pytest-dev/pytest/releases)
- [Changelog](https://github.com/pytest-dev/pytest/blob/main/CHANGELOG.rst)
- [Commits](https://github.com/pytest-dev/pytest/compare/8.0.2...8.1.0)

---
updated-dependencies:
- dependency-name: pytest
  dependency-type: direct:development
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
60304,60302,"build(deps-dev): bump mkdocs-material from 9.5.9 to 9.5.10

Bumps [mkdocs-material](https://github.com/squidfunk/mkdocs-material) from 9.5.9 to 9.5.10.
- [Release notes](https://github.com/squidfunk/mkdocs-material/releases)
- [Changelog](https://github.com/squidfunk/mkdocs-material/blob/master/CHANGELOG)
- [Commits](https://github.com/squidfunk/mkdocs-material/compare/9.5.9...9.5.10)

---
updated-dependencies:
- dependency-name: mkdocs-material
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
63879,63877,build: upgrade ruff to 0.1.8,build,,False,tech_debt
65336,65334,style(ruff): enable `pyupgrade` (`UP`) rules and fix them all,style,ruff,False,tech_debt
